Name,Title,aiconalt,View,State,View1,asizebase
Vikash Gupta,Bad buy,1.0 out of 5 stars,"Reviewed in India on May 23, 2021",Verified Purchase,The jars did not last for even 10 months. Machine makes too much noise. Overall a bad product.,
Jasmin Devi,Must buy,5.0 out of 5 stars,"Reviewed in India on July 17, 2020",Verified Purchase,"Grinder is too noisy because of motor, but grinds faster. Must buy.",
ravindra pande,Very powerful,5.0 out of 5 stars,"Reviewed in India on December 3, 2020",Verified Purchase,"Worth buying,very nice product",
BHAJAN,Amazon packaging is very bad. Try to improve your packaging.,5.0 out of 5 stars,"Reviewed in India on August 20, 2019",Verified Purchase,Good product but packaging is not good.,One person found this helpful
Manu ,Not okay,1.0 out of 5 stars,"Reviewed in India on July 11, 2020",Verified Purchase,Not a good blender,2 people found this helpful
Rahul,Best quality but a bit noisy.,5.0 out of 5 stars,"Reviewed in India on September 13, 2019",Verified Purchase,Best quality but a bit noisy.,One person found this helpful
nithin,Must buy product.,5.0 out of 5 stars,"Reviewed in India on June 19, 2022",Verified Purchase,Very good product  go for it,
Ajeet Singh Raghav,Nice Made in INDIA product,5.0 out of 5 stars,"Reviewed in India on December 30, 2021",Verified Purchase,good quality,
Mazhar,Good item,5.0 out of 5 stars,"Reviewed in India on November 4, 2020",Verified Purchase,Wonderful,
KULDEEP GOTHWAL,Great must buy,5.0 out of 5 stars,"Reviewed in India on September 5, 2020",Verified Purchase,Osm,
kothai,Very bad,1.0 out of 5 stars,"Reviewed in India on December 5, 2021",Verified Purchase,Very poor plastic cap pls don't get my money gone ppl,
Ayushi Mishra,Great product.,5.0 out of 5 stars,"Reviewed in India on August 20, 2020",Verified Purchase,Good product.  Excellent for grinding spices and batters. Bearable noise. Overall a good buy in Rs. 5750.,
munzon,no better option than that,4.0 out of 5 stars,"Reviewed in India on December 6, 2019",Verified Purchase,"good finishing of Jars & Machine
cost and noise are on higher side",
GIRISH CHANDRA RAO H N,making hi noise,4.0 out of 5 stars,"Reviewed in India on May 19, 2021",Verified Purchase,This is making hi noise level compared to other brands,
Amazon Customer,Good and powerful,5.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,Till now performing well,
SA [ I ] KAT,Buy it,5.0 out of 5 stars,"Reviewed in India on December 6, 2020",Verified Purchase,Too good product. My ma is super happy with its performance..,
Trilokee Pandit,Brand and beauty,4.0 out of 5 stars,"Reviewed in India on March 6, 2021",Verified Purchase,Good,
Adarsh,Poor product,2.0 out of 5 stars,"Reviewed in India on July 18, 2020",Verified Purchase,Poor product,
Vetri vendan p,Awesome,5.0 out of 5 stars,"Reviewed in India on June 2, 2022",Verified Purchase,Super fast,
Pallavi,Warranty,4.0 out of 5 stars,"Reviewed in India on June 11, 2020",Verified Purchase,How can I avail its warranty... The product is good but got the juicing jar cracked... Need  replacement,
ajay kumar,Loved it,5.0 out of 5 stars,"Reviewed in India on August 26, 2021",Verified Purchase,Nice itme Loved it,
Pankaj,"Powerful motor, steel Jars; best for home",5.0 out of 5 stars,"Reviewed in India on August 19, 2019",Verified Purchase,"- 1000w motor really powerful
- Steel Jars very durable
- compact size",One person found this helpful
Rajinder Lal,Very nice product,5.0 out of 5 stars,"Reviewed in India on January 2, 2022",Verified Purchase,Value of money.,
Sandeep,Just one word “Class”,5.0 out of 5 stars,"Reviewed in India on November 27, 2020",Verified Purchase,"This is one hell of a beast, it can’t get any better than this. Grinds anything like a silk.",
Peddi Srinivasa Rao,Good Product,4.0 out of 5 stars,"Reviewed in India on October 15, 2020",Verified Purchase,Smooth and superb,One person found this helpful
Raghunath,Quality product.,5.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,Performing well till now. Elegant looks and compact.,
biju,Recommended,5.0 out of 5 stars,"Reviewed in India on July 10, 2022",Verified Purchase,Overall very Good,
Amazon Customer,Aa,4.0 out of 5 stars,"Reviewed in India on June 4, 2021",Verified Purchase,Best Product Extras powerful good quality 👌,
Dipakkumar,Very good,5.0 out of 5 stars,"Reviewed in India on July 9, 2021",Verified Purchase,"Powerful motor, All available jars. Very good Value for money",
Sayali,Nice product,5.0 out of 5 stars,"Reviewed in India on August 11, 2021",Verified Purchase,Nice but noisy,
rahul rayudu,Poor quality of stainless steel jars. Product is over priced.,2.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,Poor quality of stainless steel jars. Product is over priced.,
Ss,Nice,4.0 out of 5 stars,"Reviewed in India on January 18, 2022",Verified Purchase,Worth buying,
Vijay Narasimha,Mixer grinder that not only looks great but also works fantastic.,5.0 out of 5 stars,"Reviewed in India on May 5, 2021",Verified Purchase,"Does the griding job very well, the whole purpose of a mixer grinder.",
SAIKUMAR,Not nice,3.0 out of 5 stars,"Reviewed in India on August 18, 2020",Verified Purchase,Ok,
Kalpana,It grind so well,5.0 out of 5 stars,"Reviewed in India on March 19, 2020",Verified Purchase,Awsome,
Mr. Bhatta,Good one,3.0 out of 5 stars,"Reviewed in India on January 27, 2020",Verified Purchase,Good one. It does it's job perfectly. It's difficult to clean.,
kaushal r.,Poor quality jars.,3.0 out of 5 stars,"Reviewed in India on August 12, 2019",Verified Purchase,The product is not up to the German quality standards. Very poor quality of steel jars.,One person found this helpful
Rakesh kumar Wasnik,Speed,5.0 out of 5 stars,"Reviewed in India on June 29, 2021",Verified Purchase,Awesome product👍,
soniya,Must bye,5.0 out of 5 stars,"Reviewed in India on November 1, 2019",Verified Purchase,Awesome product value for money quality of product is awesome,One person found this helpful
Bheemana Siva parvathi,One of the blade not working properly for small jar,5.0 out of 5 stars,"Reviewed in India on March 3, 2022",Verified Purchase,One of the jar blade is not working properly,
Mathi KM,OVERALL GOOD,4.0 out of 5 stars,"Reviewed in India on January 20, 2022",Verified Purchase,OVERALL GOOD,
H Senthil Kumaran,Good,5.0 out of 5 stars,"Reviewed in India on April 26, 2021",Verified Purchase,Nice product,
deepak deshmukh,Worst product,1.0 out of 5 stars,"Reviewed in India on February 27, 2021",Verified Purchase,"Containers are of very low category steel.
Don't expect such type of quality from Bosch.",
SANTHOSH,The most powerful motor,5.0 out of 5 stars,"Reviewed in India on December 25, 2020",Verified Purchase,"Smooth running motor bit noise
But load taking capacity is very much high",
Amazon Customer,It’s too noisy .. and juicer is not up to the mark,2.0 out of 5 stars,"Reviewed in India on September 5, 2021",Verified Purchase,It’s too noisy,
Raju,Good,5.0 out of 5 stars,"Reviewed in India on March 22, 2021",Verified Purchase,Good,
Promod Ku Debta,Very good,5.0 out of 5 stars,"Reviewed in India on November 29, 2021",Verified Purchase,Very fine grinding for sticky article like biri,
Thandra Srivani,Juice jar broken,1.0 out of 5 stars,"Reviewed in India on May 11, 2021",Verified Purchase,"When we open the box, juice jar is broken inside, plz replace this particular item",
Sanjoy Banerjee,Noise level can be reduced and interchangeability of blades made easy,4.0 out of 5 stars,"Reviewed in India on July 12, 2021",Verified Purchase,Difficult to change the blade as mentioned in the brochure / manual,
pankaj,jar quality very bad ...dont buy...,2.0 out of 5 stars,"Reviewed in India on February 13, 2022",Verified Purchase,Video Player is loading.,
mir salman sayeed,Can buy without second thought,5.0 out of 5 stars,"Reviewed in India on March 4, 2020",Verified Purchase,Good for India cooking worth every penny & powerfull motor quality product,
Kamlesh Kumar,Very good,4.0 out of 5 stars,"Reviewed in India on February 18, 2021",Verified Purchase,Noise level little high,One person found this helpful
Ramesh Nandi,Worth buy it.,5.0 out of 5 stars,"Reviewed in India on October 24, 2020",Verified Purchase,Very nice product.Working as expected without any issues. Noise level is also low.,
Akarsh,Too much noise,3.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,To much noice,
Amazon Customer,bosh mixi,2.0 out of 5 stars,"Reviewed in India on August 1, 2021",Verified Purchase,mixi is k  but jar quality bad,
Vijayalakshmi,Checking quality to be improved,4.0 out of 5 stars,"Reviewed in India on June 26, 2021",Verified Purchase,"I have received the item with damage condition, while using only I noticed",
T Gopalakrishnan,Mixie,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Good mixie,
SHOBHA RANI K,Chill,5.0 out of 5 stars,"Reviewed in India on October 8, 2019",Verified Purchase,Mega ∆ mighty,One person found this helpful
MO,Great product,5.0 out of 5 stars,"Reviewed in India on January 7, 2021",Verified Purchase,Everything as promised,
Charles,Good,5.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Granted product quality Good but nice is quite high,
Ghanshyam Singh,Loving it,5.0 out of 5 stars,"Reviewed in India on October 28, 2020",Verified Purchase,The mixer is powerful but little noisy and the locks are of poor quality plastic,
Nageswararao.s,Locking system,1.0 out of 5 stars,"Reviewed in India on August 9, 2021",Verified Purchase,I am using at six months Cups locking system  waste,
Amazon Customer,"Wonderful ,really strong,",5.0 out of 5 stars,"Reviewed in India on July 24, 2021",Verified Purchase,"Easy to clean,but little bit noisy overall tough one.",
Rashi Shetty,"Very good mixer grinder from reputed mfrs, Bosch",5.0 out of 5 stars,"Reviewed in India on July 16, 2020",Verified Purchase,Good mixer Grinder from Bosch quality & durability worth one .,
Sneha singh,Refund please,1.0 out of 5 stars,"Reviewed in India on May 6, 2021",Verified Purchase,Unexpected from Amazon...ths mixer grinder is already used one...and not working.,
Abhilash,Good one,5.0 out of 5 stars,"Reviewed in India on January 28, 2022",Verified Purchase,Super,
Aneesh,Excellent ❤️,4.0 out of 5 stars,"Reviewed in India on April 20, 2021",Verified Purchase,Received excellent condition 😊 i am happy ❤️ powerful machine ❤️ nice 😊,
Arvind ,Duplicate Bosch,3.0 out of 5 stars,"Reviewed in India on October 29, 2021",Verified Purchase,Too much noise like a broken silence bullet bike.,
Amazon Customer,Very bad mixer grinder bosch,1.0 out of 5 stars,"Reviewed in India on March 11, 2020",Verified Purchase,Wurst products & hopeless mixer grinder Bosch 1000Watts don't by it anybody,One person found this helpful
Sushanto B.,Expansive but good,5.0 out of 5 stars,"Reviewed in India on April 22, 2021",Verified Purchase,Very strong and beautiful powerful,
Rajeshwari K Iyer,Good product,5.0 out of 5 stars,"Reviewed in India on January 24, 2022",Verified Purchase,Super,
Murali Kallummal,good,5.0 out of 5 stars,"Reviewed in India on March 19, 2020",Verified Purchase,It is working fine till now.,
Suresh,"Nice Product, will definitely recommend",5.0 out of 5 stars,"Reviewed in India on December 22, 2021",Verified Purchase,Low noise and excellent quality.,
Surya Dakoju,Nice purchase..! Worthy and good to use,5.0 out of 5 stars,"Reviewed in India on February 6, 2022",Verified Purchase,Nothing as such..!,
Geeta Sawant,Nice,4.0 out of 5 stars,"Reviewed in India on October 21, 2020",Verified Purchase,Good quality.,
Amazon Customer,"Sturdy, tough",5.0 out of 5 stars,"Reviewed in India on November 20, 2021",Verified Purchase,Grinds finely,
Atif Rizwan,More than 5 stars,5.0 out of 5 stars,"Reviewed in India on September 3, 2021",Verified Purchase,My mom is in love with this machine...what more to add,
Nasar ahmed (Qader),Very good product,5.0 out of 5 stars,"Reviewed in India on May 11, 2022",Verified Purchase,Nothing,
Rajendra Mehta,Very good value for money,5.0 out of 5 stars,"Reviewed in India on June 28, 2021",Verified Purchase,Kitchen work,
V.Ananda Rao,Great appliance.,5.0 out of 5 stars,"Reviewed in India on February 13, 2022",Verified Purchase,Very nice product. Excellent buy,
Amazon Customer,It's powerful and good looking. Just bit noisy but ok.,4.0 out of 5 stars,"Reviewed in India on June 5, 2021",Verified Purchase,It's good and powerful. Bit noisy but ok.,
Karnakarreddy,Simple but powerful,4.0 out of 5 stars,"Reviewed in India on August 21, 2020",Verified Purchase,I expected less noise still it's fine compare to other products it's easy to clean and lookbwise superb,
Ravindra,One of the best product. Must buy 👍,5.0 out of 5 stars,"Reviewed in India on March 16, 2021",Verified Purchase,One of the best product. Must buy 👍,
BSM,Value for money,5.0 out of 5 stars,"Reviewed in India on December 14, 2020",Verified Purchase,Good  powerfull and sturdy machine.,
Valaguru ,Good product worth for the price,4.0 out of 5 stars,"Reviewed in India on August 11, 2021",Verified Purchase,Noise level less comparatively to other mixer’s,
Prakash,More sound.,5.0 out of 5 stars,"Reviewed in India on December 3, 2021",Verified Purchase,"It's good, perfect machine. Sound should reduce.",
